State Name,Informasi Umum
Brazil,"BRAZILBrazil, a vast South American country, stretches from the Amazon Basin in the north to vineyards and massive Iguaçu Falls in th e south. Rio de Janeiro, 
symbolized by its 38m Christ the Redeemer statue atop Mount Corcovado, is famed for its busy Copacabana and Ipanema beaches as well as its 
enormous, raucous Carnaval festival, featuring parade floats, flamboyant costumes and samba music and dance.
Capital: Brasília
Dialing code: +55
Currency: Brazilian real
President: Michel Temer
Population: 200.4 million (2013) World Bank
Official language: Portuguese
29BRUNEI 
DARUSSALAMBrunei is a tiny nation on the island of Borneo, in 2 distinct sections surrounded by Malaysia and the South China Sea. It's kn own for its beaches and 
biodiverse rainforest, much of it protected within reserves. The capital, Bandar Seri Begawan, is home to the opulent Jame’Asr Hassanil Bolkiah 
mosque and its 29 golden domes. The capital's massive Istana Nurul Iman palace is the residence of Brunei’s ruling sultan.
Capital: Bandar Seri Begawan
Currency: Brunei dollar
King: Hassanal Bolkiah
Population: 417,784 (2013) World Bank
Destinations: Bandar Seri Begawan, more"
Bulgaria,"BULGARIABulgaria is a Balkan nation with diverse terrain encompassing Black Sea coastline, a mountainous interior and rivers, including  the Danube. A cultural 
melting pot with Greek, Slav ic, Ottoman, and P ersian influences, it has a rich heritage of traditional dance, music, costumes, and crafts. At the foot of 
domed Vitosha mountain is its capital city, Sofia, dating to the 5th century B.C.
Capital: Sofia
Dialing code: +359
Currency: Bulgarian lev
Population: 7.265 million (2013) World Bank
President: Rosen Plevneliev
31UNITED 
KINGDOMThe United Kingdom, made up of England, Scotland, Wales and Northern Ireland, is an island nation in northwestern Europe. England – birthplace of 
Shakespeare and The Beatles – is home to the capital, London, a globally influential centre of finance and culture. England is also site of Neolithic 
Stonehenge, Bath’s Roman spa and centuries-old universities at Oxford and Cambridge.
Capital: London
Dialing code: +44
Prime minister: Theresa May
Population: 64.1 million (2013) World Bank
Currency: Pound sterling"
Sierra Leone,"SIERRA LEONNESierra Leone, officially the Republic of Sierra Leone, is a country in West Africa. It is bordered by Guinea on the north, Libe ria in the south-east, and the 
Atlantic Ocean in the south-west. 
Capital: Freetown
President: Ernest Bai Koroma
Population: 6.092 million (2013) World Bank
Official languages: English, Bengali
Colleges and Universities: Fourah Bay College, Njala University"
Burundi,"BURUNDIBurundi, officially the Republic of Burundi, is a landlocked country in the African Great Lakes region of East Africa, bordered  by Rwanda to the north, 
Tanzania to the east and south, and the Democratic Republic of the Congo to the west. 
Capital: Bujumbura
Dialing code: +257
President: Pierre Nkurunziza
Population: 10.16 million (2013) World Bank
Currency: Burundian franc
GDP per capita: 267.11 USD (2013) World Bank
Official languages: French, Kirundi"
Afghanistan,"AFGHANISTANAfghanistan /æfˈɡænᵻstæn/, officially the Islamic Republic of Afghanistan, is a Nation state located within Greater Middle East . It has a population of 
approximately 32 million, making it the 42nd most populous country in the world. 
Capital: Kabul
Currency: Afghan afghani
President: Ashraf Ghani
Population: 30.55 million (2013) World Bank
Official languages: Pashto, Dari"
Albania,"ALBANIAAlbania, on Southeastern Europe’s Balkan Peninsula, is a small country with Adriatic and Ionian coastlines and an interior crossed by the Albanian Alps. 
The country has many castles and archaeological sites. Capital Tirana centers on sprawling Skanderbeg Square, site of the Natio nal History Museum, 
with exhibits spanning antiquity to post-communism, and frescoed Et’hem Bey Mosque.
Capital: Tirana
Dialing code: +355
Currency: Albanian lek
Population: 2.774 million (2013) World Bank
President: Bujar Nishani
29BRUNEI 
DARUSSALAMBrunei is a tiny nation on the island of Borneo, in 2 distinct sections surrounded by Malaysia and the South China Sea. It's kn own for its beaches and 
biodiverse rainforest, much of it protected within reserves. The capital, Bandar Seri Begawan, is home to the opulent Jame’Asr Hassanil Bolkiah 
mosque and its 29 golden domes. The capital's massive Istana Nurul Iman palace is the residence of Brunei’s ruling sultan.
Capital: Bandar Seri Begawan
Currency: Brunei dollar
King: Hassanal Bolkiah
Population: 417,784 (2013) World Bank
Destinations: Bandar Seri Begawan, more"
Bulgaria,"BULGARIABulgaria is a Balkan nation with diverse terrain encompassing Black Sea coastline, a mountainous interior and rivers, including  the Danube. A cultural 
melting pot with Greek, Slav ic, Ottoman, and P ersian influences, it has a rich heritage of traditional dance, music, costumes, and crafts. At the foot of 
domed Vitosha mountain is its capital city, Sofia, dating to the 5th century B.C.
Capital: Sofia
Dialing code: +359
Currency: Bulgarian lev
Population: 7.265 million (2013) World Bank
President: Rosen Plevneliev
31UNITED 
KINGDOMThe United Kingdom, made up of England, Scotland, Wales and Northern Ireland, is an island nation in northwestern Europe. England – birthplace of 
Shakespeare and The Beatles – is home to the capital, London, a globally influential centre of finance and culture. England is also site of Neolithic 
Stonehenge, Bath’s Roman spa and centuries-old universities at Oxford and Cambridge.
Capital: London
Dialing code: +44
Prime minister: Theresa May
Population: 64.1 million (2013) World Bank
Currency: Pound sterling"
Sierra Leone,"SIERRA LEONNESierra Leone, officially the Republic of Sierra Leone, is a country in West Africa. It is bordered by Guinea on the north, Libe ria in the south-east, and the 
Atlantic Ocean in the south-west. 
Capital: Freetown
President: Ernest Bai Koroma
Population: 6.092 million (2013) World Bank
Official languages: English, Bengali
Colleges and Universities: Fourah Bay College, Njala University"
Kiribati,"KIRIBATIKiribati, an island republic in the Central Pacific, comprises 33 coral atolls and isles stretching along the equator. With lag oons and white-sand beaches, 
many of its islands are uninhabited, offering a remote setting for fishing, diving and bird-watching. The crowded capital, Sout h Tarawa, made up of 
small islets, retains remnants of WWII battles fought on its shores, and is known for folk dancing and handicrafts.
Capital: South Tarawa
Dialing code: +686
President: Taneti Mamau
Population: 102,351 (2013) World Bank
Continent: Oceania
Currencies: Australian dollar, Kiribati dollar
Official languages: English, Kiribati"
Kuwait,"KUWAITKuwait, an Arab country on the Persian (Arabian) Gulf, has cultural heritage dating back to antiquity. Kuwait City, the capital, is known for its modern 
architecture, ranging from skyscrapers to the striking Kuwait Towers, water towers whose design recalls the tiled domes of a cl assic mosque. The Tareq 
Rajab Museum houses a rich collection of ethnographic artifacts and Islamic art.
Capital: Kuwait City
Dialing code: +965
Currency: Kuwaiti dinar
Population: 3.369 million (2013) World Bank
Official language: Modern Standard Arabic"
Malawi,"MALAWIMalawi, a landlocked country in southeastern Africa, is defined by its topography of highlands split by the Great Rift Valley a nd enormous Lake Malawi. 
The lake’s southern end falls within Lake Malawi National Park – sheltering diverse wildlife from colorful fish to baboons – and its clear waters are 
popular for diving and boating. Peninsular Cape Maclear is known for its beach resorts.
Capital: Lilongwe
President: Peter Mutharika
Currency: Malawian kwacha
Population: 16.36 million (2013) World BankOfficial languages: Chewa, English"
Burundi,"BURUNDIBurundi, officially the Republic of Burundi, is a landlocked country in the African Great Lakes region of East Africa, bordered  by Rwanda to the north, 
Tanzania to the east and south, and the Democratic Republic of the Congo to the west. 
Capital: Bujumbura
Dialing code: +257
President: Pierre Nkurunziza
Population: 10.16 million (2013) World Bank
Currency: Burundian franc
GDP per capita: 267.11 USD (2013) World Bank
Official languages: French, Kirundi"
Afghanistan,"AFGHANISTANAfghanistan /æfˈɡænᵻstæn/, officially the Islamic Republic of Afghanistan, is a Nation state located within Greater Middle East . It has a population of 
approximately 32 million, making it the 42nd most populous country in the world. 
Capital: Kabul
Currency: Afghan afghani
President: Ashraf Ghani
Population: 30.55 million (2013) World Bank
Official languages: Pashto, Dari"
Albania,"ALBANIAAlbania, on Southeastern Europe’s Balkan Peninsula, is a small country with Adriatic and Ionian coastlines and an interior crossed by the Albanian Alps. 
The country has many castles and archaeological sites. Capital Tirana centers on sprawling Skanderbeg Square, site of the Natio nal History Museum, 
with exhibits spanning antiquity to post-communism, and frescoed Et’hem Bey Mosque.
Capital: Tirana
Dialing code: +355
Currency: Albanian lek
Population: 2.774 million (2013) World Bank
President: Bujar Nishani"
Kiribati,"KIRIBATIKiribati, an island republic in the Central Pacific, comprises 33 coral atolls and isles stretching along the equator. With lag oons and white-sand beaches, 
many of its islands are uninhabited, offering a remote setting for fishing, diving and bird-watching. The crowded capital, Sout h Tarawa, made up of 
small islets, retains remnants of WWII battles fought on its shores, and is known for folk dancing and handicrafts.
Capital: South Tarawa
Dialing code: +686
President: Taneti Mamau
Population: 102,351 (2013) World Bank
Continent: Oceania
Currencies: Australian dollar, Kiribati dollar
Official languages: English, Kiribati"
Kuwait,"KUWAITKuwait, an Arab country on the Persian (Arabian) Gulf, has cultural heritage dating back to antiquity. Kuwait City, the capital, is known for its modern 
architecture, ranging from skyscrapers to the striking Kuwait Towers, water towers whose design recalls the tiled domes of a cl assic mosque. The Tareq 
Rajab Museum houses a rich collection of ethnographic artifacts and Islamic art.
Capital: Kuwait City
Dialing code: +965
Currency: Kuwaiti dinar
Population: 3.369 million (2013) World Bank
Official language: Modern Standard Arabic"
Malawi,"MALAWIMalawi, a landlocked country in southeastern Africa, is defined by its topography of highlands split by the Great Rift Valley a nd enormous Lake Malawi. 
The lake’s southern end falls within Lake Malawi National Park – sheltering diverse wildlife from colorful fish to baboons – and its clear waters are 
popular for diving and boating. Peninsular Cape Maclear is known for its beach resorts.
Capital: Lilongwe
President: Peter Mutharika
Currency: Malawian kwacha
Population: 16.36 million (2013) World BankOfficial languages: Chewa, English"
Micronesia (Federated States of),"MICRONESIAThe Federated States of Micronesia is a country spread across the western Pacific Ocean comprising more than 600 islands. Micro nesia is made up of 4 
island states: Pohnpei, Kosrae, Chuuk and Yap. The country is known for palm-shaded beaches, w reck-filled dives and ancient ruins, including Nan 
Madol, sunken basalt temples and burial vaults that extend out of a lagoon on Pohnpei.
Capital: Palikir
Dialing code: +691
Currency: United States Dollar
Population: 103,549 (2013) World Bank
Continent: Oceania
Official language: English"
